,Country,Year,pesticides_usage,Unit
1235,Fiji,1996,237.07,tonnes
1236,Fiji,1997,262.54,tonnes
1237,Fiji,1998,288.02,tonnes
1238,Fiji,1999,313.49,tonnes
1239,Fiji,2000,338.96,tonnes
1240,Fiji,2001,364.43,tonnes
1241,Fiji,2002,389.9,tonnes
1242,Fiji,2003,415.38,tonnes
1243,Fiji,2004,440.85,tonnes
1244,Fiji,2005,466.32,tonnes
1245,Fiji,2006,491.79,tonnes
1246,Fiji,2007,517.26,tonnes
1247,Fiji,2008,542.74,tonnes
1248,Fiji,2009,709.7,tonnes
1249,Fiji,2010,689.97,tonnes
1250,Fiji,2011,710.1,tonnes
1251,Fiji,2012,805.54,tonnes
1252,Fiji,2013,769.07,tonnes
1253,Finland,1990,2001.0,tonnes
1254,Finland,1991,1738.0,tonnes
1255,Finland,1992,1372.0,tonnes
1256,Finland,1993,1200.0,tonnes
1257,Finland,1994,1247.0,tonnes
1258,Finland,1995,1041.0,tonnes
1259,Finland,1996,909.0,tonnes
1260,Finland,1997,999.0,tonnes
1261,Finland,1998,1164.0,tonnes
1262,Finland,1999,1139.0,tonnes
1263,Finland,2000,1147.48,tonnes
1264,Finland,2001,1423.27,tonnes
1265,Finland,2002,1620.36,tonnes
1266,Finland,2003,1666.82,tonnes
1267,Finland,2004,1489.12,tonnes
1268,Finland,2005,1431.04,tonnes
1269,Finland,2006,1645.3,tonnes
1270,Finland,2007,1479.45,tonnes
1271,Finland,2008,1621.86,tonnes
1272,Finland,2009,1693.8,tonnes
1273,Finland,2010,1746.71,tonnes
1274,Finland,2011,1707.54,tonnes
1275,Finland,2012,1545.25,tonnes
1276,Finland,2013,1475.39,tonnes
1277,France,1990,97701.0,tonnes
1278,France,1991,103434.0,tonnes
1279,France,1992,85249.0,tonnes
1280,France,1993,91953.0,tonnes
1281,France,1994,89515.0,tonnes
1282,France,1995,84011.0,tonnes
1283,France,1996,97890.0,tonnes
1284,France,1997,109793.0,tonnes
1285,France,1998,107754.0,tonnes
1286,France,1999,114696.0,tonnes
1287,France,2000,97878.0,tonnes
1288,France,2001,99694.0,tonnes
1289,France,2002,82448.0,tonnes
1290,France,2003,74531.0,tonnes
1291,France,2004,76120.5,tonnes
1292,France,2005,78290.0,tonnes
1293,France,2006,71640.5,tonnes
1294,France,2007,77255.0,tonnes
1295,France,2008,78601.0,tonnes
1296,France,2009,63692.0,tonnes
1297,France,2010,61911.0,tonnes
1298,France,2011,61039.0,tonnes
1299,France,2012,63547.59,tonnes
1300,France,2013,66497.29,tonnes
1301,French Polynesia,1990,41.3,tonnes
1302,French Polynesia,1991,41.3,tonnes
1303,French Polynesia,1992,41.3,tonnes
1304,French Polynesia,1993,41.3,tonnes
1305,French Polynesia,1994,41.3,tonnes
1306,French Polynesia,1995,41.3,tonnes
1307,French Polynesia,1996,41.3,tonnes
1308,French Polynesia,1997,41.3,tonnes
1309,French Polynesia,1998,41.3,tonnes
1310,French Polynesia,1999,41.3,tonnes
1311,French Polynesia,2000,41.3,tonnes
1312,French Polynesia,2001,41.3,tonnes
1313,French Polynesia,2002,41.3,tonnes
1314,French Polynesia,2003,44.33,tonnes
1315,French Polynesia,2004,47.35,tonnes
1316,French Polynesia,2005,55.33,tonnes
1317,French Polynesia,2006,45.3,tonnes
1318,French Polynesia,2007,48.64,tonnes
1319,French Polynesia,2008,53.82,tonnes
1320,French Polynesia,2009,45.43,tonnes
1321,French Polynesia,2010,27.73,tonnes
1322,French Polynesia,2011,43.21,tonnes
1323,French Polynesia,2012,29.1,tonnes
1324,French Polynesia,2013,25.7,tonnes
1325,Gambia,1990,34.0,tonnes
1326,Gambia,1991,34.0,tonnes
1327,Gambia,1992,34.0,tonnes
1328,Gambia,1993,20.03,tonnes
1329,Gambia,1994,2.02,tonnes
1330,Gambia,1995,8.04,tonnes
1331,Gambia,1996,8.31,tonnes
1332,Gambia,1997,74.73,tonnes
1333,Gambia,1998,141.16,tonnes
1334,Gambia,1999,207.58,tonnes
1335,Gambia,2000,274.0,tonnes
1336,Gambia,2001,237.0,tonnes
1337,Gambia,2002,250.0,tonnes
1338,Gambia,2003,345.0,tonnes
1339,Gambia,2004,559.0,tonnes
1340,Gambia,2005,813.0,tonnes
1341,Gambia,2006,2061.0,tonnes
1342,Gambia,2007,588.0,tonnes
1343,Gambia,2008,588.0,tonnes
1344,Gambia,2009,588.0,tonnes
1345,Gambia,2010,588.0,tonnes
1346,Gambia,2011,588.0,tonnes
1347,Gambia,2012,588.0,tonnes
1348,Gambia,2013,588.0,tonnes
1349,Germany,1990,31289.0,tonnes
1350,Germany,1991,32006.0,tonnes
1351,Germany,1992,29542.0,tonnes
1352,Germany,1993,25170.0,tonnes
1353,Germany,1994,26330.0,tonnes
1354,Germany,1995,30090.0,tonnes
1355,Germany,1996,31683.0,tonnes
1356,Germany,1997,30414.0,tonnes
1357,Germany,1998,33377.0,tonnes
1358,Germany,1999,30019.0,tonnes
1359,Germany,2000,35273.17,tonnes
1360,Germany,2001,33423.49,tonnes
1361,Germany,2002,34431.72,tonnes
1362,Germany,2003,35539.26,tonnes
1363,Germany,2004,34930.37,tonnes
1364,Germany,2005,36386.27,tonnes
1365,Germany,2006,38540.15,tonnes
1366,Germany,2007,40740.64,tonnes
1367,Germany,2008,43413.01,tonnes
1368,Germany,2009,39289.43,tonnes
1369,Germany,2010,40832.42,tonnes
1370,Germany,2011,43754.35,tonnes
1371,Germany,2012,45522.5,tonnes
1372,Germany,2013,43756.1,tonnes
1373,Ghana,1990,65.8,tonnes
1374,Ghana,1991,65.8,tonnes
1375,Ghana,1992,65.8,tonnes
1376,Ghana,1993,65.8,tonnes
1377,Ghana,1994,65.8,tonnes
1378,Ghana,1995,65.8,tonnes
1379,Ghana,1996,1575.5,tonnes
1380,Ghana,1997,502.0,tonnes
1381,Ghana,1998,297.78,tonnes
1382,Ghana,1999,114.13,tonnes
1383,Ghana,2000,81.63,tonnes
1384,Ghana,2001,82.0,tonnes
1385,Ghana,2002,89.74,tonnes
1386,Ghana,2003,108.67,tonnes
1387,Ghana,2004,127.6,tonnes
1388,Ghana,2005,165.84,tonnes
1389,Ghana,2006,771.0,tonnes
1390,Ghana,2007,119.86,tonnes
1391,Ghana,2008,350.83,tonnes
1392,Ghana,2009,378.97,tonnes
1393,Ghana,2010,378.97,tonnes
1394,Ghana,2011,378.97,tonnes
1395,Ghana,2012,378.97,tonnes
1396,Ghana,2013,378.97,tonnes
1397,Greece,1990,7420.0,tonnes
1398,Greece,1991,7420.0,tonnes
1399,Greece,1992,7869.0,tonnes
1400,Greece,1993,8826.0,tonnes
1401,Greece,1994,6341.0,tonnes
1402,Greece,1995,6663.0,tonnes
1403,Greece,1996,7296.0,tonnes
1404,Greece,1997,9223.0,tonnes
1405,Greece,1998,10702.0,tonnes
1406,Greece,1999,9635.0,tonnes
1407,Greece,2000,10627.0,tonnes
1408,Greece,2001,10725.0,tonnes
1409,Greece,2002,12209.42,tonnes
1410,Greece,2003,11836.84,tonnes
1411,Greece,2004,12650.26,tonnes
1412,Greece,2005,13488.68,tonnes
1413,Greece,2006,7505.3,tonnes
1414,Greece,2007,7345.7,tonnes
1415,Greece,2008,5130.8,tonnes
1416,Greece,2009,3404.4,tonnes
1417,Greece,2010,5607.7,tonnes
1418,Greece,2011,8189.8,tonnes
1419,Greece,2012,8002.2,tonnes
1420,Greece,2013,8081.72,tonnes
1421,Guatemala,1990,12004.33,tonnes
1422,Guatemala,1991,12004.33,tonnes
1423,Guatemala,1992,12004.33,tonnes
1424,Guatemala,1993,12004.33,tonnes
1425,Guatemala,1994,12004.33,tonnes
1426,Guatemala,1995,12004.33,tonnes
1427,Guatemala,1996,12004.33,tonnes
1428,Guatemala,1997,11419.53,tonnes
1429,Guatemala,1998,10834.74,tonnes
1430,Guatemala,1999,10249.94,tonnes
1431,Guatemala,2000,9665.14,tonnes
1432,Guatemala,2001,10025.35,tonnes
1433,Guatemala,2002,10385.57,tonnes
1434,Guatemala,2003,10745.78,tonnes
1435,Guatemala,2004,11966.11,tonnes
1436,Guatemala,2005,13512.61,tonnes
1437,Guatemala,2006,15958.27,tonnes
1438,Guatemala,2007,22890.57,tonnes
1439,Guatemala,2008,18099.47,tonnes
1440,Guatemala,2009,13284.9,tonnes
1441,Guatemala,2010,14906.85,tonnes
1442,Guatemala,2011,16540.71,tonnes
1443,Guatemala,2012,19726.3,tonnes
1444,Guatemala,2013,20489.4,tonnes
1445,Guinea,1990,80.0,tonnes
1446,Guinea,1991,80.0,tonnes
1447,Guinea,1992,80.0,tonnes
1448,Guinea,1993,21.0,tonnes
1449,Guinea,1994,39.0,tonnes
1450,Guinea,1995,153.0,tonnes
1451,Guinea,1996,157.0,tonnes
1452,Guinea,1997,157.0,tonnes
1453,Guinea,1998,181.35,tonnes
1454,Guinea,1999,205.71,tonnes
1455,Guinea,2000,230.06,tonnes
1456,Guinea,2001,254.42,tonnes
1457,Guinea,2002,278.77,tonnes
1458,Guinea,2003,303.13,tonnes
1459,Guinea,2004,327.49,tonnes
1460,Guinea,2005,351.84,tonnes
1461,Guinea,2006,376.19,tonnes
1462,Guinea,2007,400.55,tonnes
1463,Guinea,2008,424.9,tonnes
1464,Guinea,2009,449.26,tonnes
1465,Guinea,2010,556.24,tonnes
1466,Guinea,2011,663.23,tonnes
1467,Guinea,2012,770.21,tonnes
1468,Guinea,2013,877.19,tonnes
1469,Guinea-Bissau,1990,32.0,tonnes
1470,Guinea-Bissau,1991,38.0,tonnes
1471,Guinea-Bissau,1992,4.0,tonnes
1472,Guinea-Bissau,1993,25.0,tonnes
1473,Guinea-Bissau,1994,21.0,tonnes
1474,Guinea-Bissau,1995,17.0,tonnes
1475,Guinea-Bissau,1996,13.0,tonnes
1476,Guinea-Bissau,1997,9.0,tonnes
1477,Guinea-Bissau,1998,5.0,tonnes
1478,Guinea-Bissau,1999,1.0,tonnes
1479,Guinea-Bissau,2000,41.5,tonnes
1480,Guinea-Bissau,2001,82.0,tonnes
1481,Guinea-Bissau,2002,82.0,tonnes
1482,Guinea-Bissau,2003,82.0,tonnes
1483,Guinea-Bissau,2004,82.0,tonnes
1484,Guinea-Bissau,2005,82.0,tonnes
1485,Guinea-Bissau,2006,82.0,tonnes
1486,Guinea-Bissau,2007,82.0,tonnes
1487,Guinea-Bissau,2008,82.0,tonnes
1488,Guinea-Bissau,2009,82.0,tonnes
1489,Guinea-Bissau,2010,82.0,tonnes
1490,Guinea-Bissau,2011,82.0,tonnes
1491,Guinea-Bissau,2012,82.0,tonnes
1492,Guinea-Bissau,2013,82.0,tonnes
1493,Guyana,1990,289.9,tonnes
1494,Guyana,1991,289.9,tonnes
1495,Guyana,1992,289.9,tonnes
1496,Guyana,1993,289.9,tonnes
1497,Guyana,1994,289.9,tonnes
1498,Guyana,1995,289.9,tonnes
1499,Guyana,1996,289.9,tonnes
1500,Guyana,1997,289.9,tonnes
1501,Guyana,1998,289.9,tonnes
1502,Guyana,1999,289.9,tonnes
1503,Guyana,2000,289.9,tonnes
1504,Guyana,2001,289.9,tonnes
1505,Guyana,2002,289.9,tonnes
1506,Guyana,2003,289.9,tonnes
1507,Guyana,2004,289.9,tonnes
1508,Guyana,2005,270.78,tonnes
1509,Guyana,2006,343.12,tonnes
1510,Guyana,2007,246.5,tonnes
1511,Guyana,2008,234.27,tonnes
1512,Guyana,2009,264.47,tonnes
1513,Guyana,2010,211.83,tonnes
1514,Guyana,2011,400.76,tonnes
1515,Guyana,2012,427.73,tonnes
1516,Guyana,2013,358.72,tonnes
1517,Haiti,1990,17.14,tonnes
1518,Haiti,1991,18.86,tonnes
1519,Haiti,1992,11.52,tonnes
1520,Haiti,1993,6.96,tonnes
1521,Haiti,1994,8.58,tonnes
1522,Haiti,1995,12.32,tonnes
1523,Haiti,1996,14.44,tonnes
1524,Haiti,1997,16.35,tonnes
1525,Haiti,1998,23.78,tonnes
1526,Haiti,1999,26.32,tonnes
1527,Haiti,2000,27.85,tonnes
1528,Haiti,2001,27.85,tonnes
1529,Haiti,2002,27.85,tonnes
1530,Haiti,2003,27.85,tonnes
1531,Haiti,2004,27.85,tonnes
1532,Haiti,2005,27.85,tonnes
1533,Haiti,2006,27.85,tonnes
1534,Haiti,2007,27.85,tonnes
1535,Haiti,2008,27.85,tonnes
1536,Haiti,2009,27.85,tonnes
1537,Haiti,2010,27.85,tonnes
1538,Haiti,2011,27.85,tonnes
1539,Haiti,2012,27.85,tonnes
1540,Haiti,2013,27.85,tonnes
1541,Honduras,1990,4576.61,tonnes
1542,Honduras,1991,3368.28,tonnes
1543,Honduras,1992,5965.38,tonnes
1544,Honduras,1993,6768.0,tonnes
1545,Honduras,1994,2550.86,tonnes
1546,Honduras,1995,7800.0,tonnes
1547,Honduras,1996,6464.0,tonnes
1548,Honduras,1997,6980.0,tonnes
1549,Honduras,1998,3495.0,tonnes
1550,Honduras,1999,2387.0,tonnes
1551,Honduras,2000,4376.0,tonnes
1552,Honduras,2001,1156.0,tonnes
1553,Honduras,2002,1784.3,tonnes
1554,Honduras,2003,2412.61,tonnes
1555,Honduras,2004,3040.91,tonnes
1556,Honduras,2005,3669.21,tonnes
1557,Honduras,2006,4297.51,tonnes
1558,Honduras,2007,5283.93,tonnes
1559,Honduras,2008,5130.42,tonnes
1560,Honduras,2009,4344.36,tonnes
1561,Honduras,2010,5736.63,tonnes
1562,Honduras,2011,6324.41,tonnes
1563,Honduras,2012,7194.91,tonnes
1564,Honduras,2013,7194.91,tonnes
1565,Hungary,1990,12756.0,tonnes
1566,Hungary,1991,8069.0,tonnes
1567,Hungary,1992,5777.0,tonnes
1568,Hungary,1993,10197.0,tonnes
1569,Hungary,1994,9574.0,tonnes
1570,Hungary,1995,7715.0,tonnes
1571,Hungary,1996,6946.0,tonnes
1572,Hungary,1997,4445.0,tonnes
1573,Hungary,1998,5280.0,tonnes
1574,Hungary,1999,4598.0,tonnes
1575,Hungary,2000,4151.0,tonnes
1576,Hungary,2001,5458.0,tonnes
1577,Hungary,2002,8249.9,tonnes
1578,Hungary,2003,8742.3,tonnes
1579,Hungary,2004,9955.7,tonnes
1580,Hungary,2005,9689.6,tonnes
1581,Hungary,2006,11535.0,tonnes
1582,Hungary,2007,11188.4,tonnes
1583,Hungary,2008,12092.8,tonnes
1584,Hungary,2009,11151.2,tonnes
1585,Hungary,2010,10305.1,tonnes
1586,Hungary,2011,8473.26,tonnes
1587,Hungary,2012,8141.17,tonnes
1588,Hungary,2013,7744.5,tonnes
1589,Iceland,1990,3.21,tonnes
1590,Iceland,1991,3.21,tonnes
1591,Iceland,1992,3.21,tonnes
1592,Iceland,1993,3.21,tonnes
1593,Iceland,1994,3.21,tonnes
1594,Iceland,1995,3.21,tonnes
1595,Iceland,1996,3.21,tonnes
1596,Iceland,1997,3.21,tonnes
1597,Iceland,1998,3.21,tonnes
1598,Iceland,1999,3.21,tonnes
1599,Iceland,2000,4.18,tonnes
1600,Iceland,2001,4.74,tonnes
1601,Iceland,2002,4.02,tonnes
1602,Iceland,2003,4.01,tonnes
1603,Iceland,2004,6.01,tonnes
1604,Iceland,2005,5.01,tonnes
1605,Iceland,2006,5.0,tonnes
1606,Iceland,2007,5.34,tonnes
1607,Iceland,2008,5.73,tonnes
1608,Iceland,2009,4.37,tonnes
1609,Iceland,2010,2.73,tonnes
1610,Iceland,2011,3.43,tonnes
1611,Iceland,2012,3.14,tonnes
1612,Iceland,2013,2.41,tonnes
1613,India,1990,75000.0,tonnes
1614,India,1991,72133.0,tonnes
1615,India,1992,70791.0,tonnes
1616,India,1993,66388.0,tonnes
1617,India,1994,61357.0,tonnes
1618,India,1995,61257.0,tonnes
1619,India,1996,56114.0,tonnes
1620,India,1997,52279.0,tonnes
1621,India,1998,49157.0,tonnes
1622,India,1999,46195.0,tonnes
1623,India,2000,44957.52,tonnes
1624,India,2001,43720.04,tonnes
1625,India,2002,42482.56,tonnes
1626,India,2003,41245.08,tonnes
1627,India,2004,35113.0,tonnes
1628,India,2005,35342.0,tonnes
1629,India,2006,37423.0,tonnes
1630,India,2007,27422.77,tonnes
1631,India,2008,14485.33,tonnes
1632,India,2009,28707.01,tonnes
1633,India,2010,40093.69,tonnes
1634,India,2011,55540.0,tonnes
1635,India,2012,52980.0,tonnes
1636,India,2013,45620.0,tonnes
1637,Indonesia,1990,2432.0,tonnes
1638,Indonesia,1991,3259.0,tonnes
1639,Indonesia,1992,867.5,tonnes
1640,Indonesia,1993,1597.0,tonnes
1641,Indonesia,1994,1597.0,tonnes
1642,Indonesia,1995,1597.0,tonnes
1643,Indonesia,1996,1597.0,tonnes
1644,Indonesia,1997,1597.0,tonnes
1645,Indonesia,1998,1597.0,tonnes
1646,Indonesia,1999,1597.0,tonnes
1647,Indonesia,2000,1597.0,tonnes
1648,Indonesia,2001,1597.0,tonnes
1649,Indonesia,2002,1597.0,tonnes
1650,Indonesia,2003,1597.0,tonnes
1651,Indonesia,2004,1597.0,tonnes
1652,Indonesia,2005,1597.0,tonnes
1653,Indonesia,2006,1597.0,tonnes
1654,Indonesia,2007,1597.0,tonnes
1655,Indonesia,2008,1597.0,tonnes
1656,Indonesia,2009,1597.0,tonnes
1657,Indonesia,2010,1597.0,tonnes
1658,Indonesia,2011,1597.0,tonnes
1659,Indonesia,2012,1597.0,tonnes
1660,Indonesia,2013,1597.0,tonnes
1661,Iran (Islamic Republic of),1990,10644.0,tonnes
1662,Iran (Islamic Republic of),1991,16349.0,tonnes
1663,Iran (Islamic Republic of),1992,11683.0,tonnes
1664,Iran (Islamic Republic of),1993,9572.0,tonnes
1665,Iran (Islamic Republic of),1994,10324.0,tonnes
1666,Iran (Islamic Republic of),1995,8746.0,tonnes
1667,Iran (Islamic Republic of),1996,5332.0,tonnes
1668,Iran (Islamic Republic of),1997,6307.96,tonnes
1669,Iran (Islamic Republic of),1998,7283.93,tonnes
1670,Iran (Islamic Republic of),1999,8259.89,tonnes
1671,Iran (Islamic Republic of),2000,9235.85,tonnes
1672,Iran (Islamic Republic of),2001,8809.76,tonnes
1673,Iran (Islamic Republic of),2002,9355.71,tonnes
1674,Iran (Islamic Republic of),2003,9854.61,tonnes
1675,Iran (Islamic Republic of),2004,9702.04,tonnes
1676,Iran (Islamic Republic of),2005,7508.01,tonnes
1677,Iran (Islamic Republic of),2006,7921.22,tonnes
1678,Iran (Islamic Republic of),2007,5557.99,tonnes
1679,Iran (Islamic Republic of),2008,2602.28,tonnes
1680,Iran (Islamic Republic of),2009,2308.01,tonnes
1681,Iran (Islamic Republic of),2010,2852.05,tonnes
1682,Iran (Islamic Republic of),2011,3396.1,tonnes
1683,Iran (Islamic Republic of),2012,5733.28,tonnes
1684,Iran (Islamic Republic of),2013,5173.01,tonnes
1685,Iraq,1990,692.0,tonnes
1686,Iraq,1991,692.0,tonnes
1687,Iraq,1992,692.0,tonnes
1688,Iraq,1993,692.0,tonnes
1689,Iraq,1994,692.0,tonnes
1690,Iraq,1995,816.0,tonnes
1691,Iraq,1996,616.0,tonnes
1692,Iraq,1997,848.0,tonnes
1693,Iraq,1998,755.0,tonnes
1694,Iraq,1999,508.0,tonnes
1695,Iraq,2000,548.0,tonnes
1696,Iraq,2001,837.47,tonnes
1697,Iraq,2002,878.68,tonnes
1698,Iraq,2003,853.65,tonnes
1699,Iraq,2004,828.62,tonnes
1700,Iraq,2005,873.01,tonnes
1701,Iraq,2006,824.14,tonnes
1702,Iraq,2007,1062.61,tonnes
1703,Iraq,2008,955.13,tonnes
1704,Iraq,2009,847.66,tonnes
1705,Iraq,2010,740.18,tonnes
1706,Iraq,2011,632.7,tonnes
1707,Iraq,2012,525.23,tonnes
1708,Iraq,2013,417.75,tonnes
1709,Ireland,1990,2014.0,tonnes
1710,Ireland,1991,2014.0,tonnes
1711,Ireland,1992,2014.0,tonnes
1712,Ireland,1993,2014.0,tonnes
1713,Ireland,1994,2014.0,tonnes
1714,Ireland,1995,2152.0,tonnes
1715,Ireland,1996,1577.0,tonnes
1716,Ireland,1997,2201.0,tonnes
1717,Ireland,1998,2257.0,tonnes
1718,Ireland,1999,1930.0,tonnes
1719,Ireland,2000,1942.21,tonnes
1720,Ireland,2001,2333.67,tonnes
1721,Ireland,2002,2614.27,tonnes
1722,Ireland,2003,2719.41,tonnes
1723,Ireland,2004,2978.49,tonnes
1724,Ireland,2005,2624.89,tonnes
1725,Ireland,2006,2766.64,tonnes
1726,Ireland,2007,3083.02,tonnes
1727,Ireland,2008,2790.17,tonnes
1728,Ireland,2009,2268.1,tonnes
1729,Ireland,2010,2529.2,tonnes
1730,Ireland,2011,3664.3,tonnes
1731,Ireland,2012,2925.1,tonnes
1732,Ireland,2013,2950.8,tonnes
1733,Israel,1990,2491.0,tonnes
1734,Israel,1991,2491.0,tonnes
1735,Israel,1992,2491.0,tonnes
1736,Israel,1993,2491.0,tonnes
1737,Israel,1994,2491.0,tonnes
1738,Israel,1995,2491.0,tonnes
1739,Israel,1996,2491.0,tonnes
1740,Israel,1997,2491.0,tonnes
1741,Israel,1998,2491.0,tonnes
1742,Israel,1999,2975.02,tonnes
1743,Israel,2000,3459.04,tonnes
1744,Israel,2001,3943.05,tonnes
1745,Israel,2002,4427.07,tonnes
1746,Israel,2003,4911.09,tonnes
1747,Israel,2004,5395.11,tonnes
1748,Israel,2005,5879.13,tonnes
1749,Israel,2006,6363.14,tonnes
1750,Israel,2007,6847.16,tonnes
1751,Israel,2008,7331.18,tonnes
1752,Israel,2009,6650.0,tonnes
1753,Israel,2010,6753.0,tonnes
1754,Israel,2011,6124.0,tonnes
1755,Israel,2012,6009.0,tonnes
1756,Israel,2013,6005.0,tonnes
1757,Italy,1990,100596.4,tonnes
1758,Italy,1991,88916.6,tonnes
1759,Italy,1992,88227.6,tonnes
1760,Italy,1993,89282.2,tonnes
1761,Italy,1994,81217.6,tonnes
1762,Italy,1995,84153.0,tonnes
1763,Italy,1996,74617.2,tonnes
1764,Italy,1997,84799.0,tonnes
1765,Italy,1998,84117.0,tonnes
1766,Italy,1999,81583.0,tonnes
1767,Italy,2000,79447.0,tonnes
1768,Italy,2001,75978.0,tonnes
1769,Italy,2002,94211.0,tonnes
1770,Italy,2003,86058.0,tonnes
1771,Italy,2004,83810.0,tonnes
1772,Italy,2005,84647.0,tonnes
1773,Italy,2006,74349.0,tonnes
1774,Italy,2007,80454.0,tonnes
1775,Italy,2008,79643.0,tonnes
1776,Italy,2009,74172.0,tonnes
1777,Italy,2010,71613.0,tonnes
1778,Italy,2011,70690.0,tonnes
1779,Italy,2012,61889.0,tonnes
1780,Italy,2013,55633.0,tonnes
1781,Jamaica,1990,1217.44,tonnes
1782,Jamaica,1991,1217.44,tonnes
1783,Jamaica,1992,1217.44,tonnes
1784,Jamaica,1993,1217.44,tonnes
1785,Jamaica,1994,1217.44,tonnes
1786,Jamaica,1995,1258.99,tonnes
1787,Jamaica,1996,1316.11,tonnes
1788,Jamaica,1997,620.7,tonnes
1789,Jamaica,1998,620.7,tonnes
1790,Jamaica,1999,620.7,tonnes
1791,Jamaica,2000,620.7,tonnes
1792,Jamaica,2001,620.7,tonnes
1793,Jamaica,2002,620.7,tonnes
1794,Jamaica,2003,620.7,tonnes
1795,Jamaica,2004,620.7,tonnes
1796,Jamaica,2005,620.7,tonnes
1797,Jamaica,2006,620.7,tonnes
1798,Jamaica,2007,620.7,tonnes
1799,Jamaica,2008,620.7,tonnes
1800,Jamaica,2009,620.7,tonnes
1801,Jamaica,2010,620.7,tonnes
1802,Jamaica,2011,620.7,tonnes
1803,Jamaica,2012,620.7,tonnes
1804,Jamaica,2013,620.7,tonnes
1805,Japan,1990,79821.18,tonnes
1806,Japan,1991,79821.18,tonnes
1807,Japan,1992,79821.18,tonnes
1808,Japan,1993,79821.18,tonnes
1809,Japan,1994,79821.18,tonnes
1810,Japan,1995,79821.18,tonnes
1811,Japan,1996,79821.18,tonnes
1812,Japan,1997,79821.18,tonnes
1813,Japan,1998,79821.18,tonnes
1814,Japan,1999,79821.18,tonnes
1815,Japan,2000,79821.18,tonnes
1816,Japan,2001,78735.45,tonnes
1817,Japan,2002,70262.54,tonnes
1818,Japan,2003,67869.72,tonnes
1819,Japan,2004,64688.88,tonnes
1820,Japan,2005,63829.77,tonnes
1821,Japan,2006,65248.26,tonnes
1822,Japan,2007,61164.07,tonnes
1823,Japan,2008,58750.0,tonnes
1824,Japan,2009,60970.8,tonnes
1825,Japan,2010,55576.0,tonnes
1826,Japan,2011,51796.3,tonnes
1827,Japan,2012,54716.4,tonnes
1828,Japan,2013,52794.3,tonnes
1829,Jordan,1990,734.0,tonnes
1830,Jordan,1991,926.0,tonnes
1831,Jordan,1992,1365.0,tonnes
1832,Jordan,1993,786.0,tonnes
1833,Jordan,1994,773.5,tonnes
1834,Jordan,1995,761.0,tonnes
1835,Jordan,1996,910.0,tonnes
1836,Jordan,1997,875.0,tonnes
1837,Jordan,1998,845.0,tonnes
1838,Jordan,1999,525.0,tonnes
1839,Jordan,2000,553.0,tonnes
1840,Jordan,2001,1419.71,tonnes
1841,Jordan,2002,1566.41,tonnes
1842,Jordan,2003,1319.66,tonnes
1843,Jordan,2004,736.06,tonnes
1844,Jordan,2005,1735.74,tonnes
1845,Jordan,2006,1141.93,tonnes
1846,Jordan,2007,1350.86,tonnes
1847,Jordan,2008,1265.7,tonnes
1848,Jordan,2009,1089.5,tonnes
1849,Jordan,2010,932.8,tonnes
1850,Jordan,2011,1111.9,tonnes
1851,Jordan,2012,708.0,tonnes
1852,Jordan,2013,1010.0,tonnes
1853,Kazakhstan,1992,17182.0,tonnes
1854,Kazakhstan,1993,17182.0,tonnes
1855,Kazakhstan,1994,17182.0,tonnes
1856,Kazakhstan,1995,13536.0,tonnes
1857,Kazakhstan,1996,13047.0,tonnes
1858,Kazakhstan,1997,8112.0,tonnes
1859,Kazakhstan,1998,6416.14,tonnes
1860,Kazakhstan,1999,4720.28,tonnes
1861,Kazakhstan,2000,3024.42,tonnes
1862,Kazakhstan,2001,3007.26,tonnes
1863,Kazakhstan,2002,3361.84,tonnes
1864,Kazakhstan,2003,3606.55,tonnes
1865,Kazakhstan,2004,3802.92,tonnes
1866,Kazakhstan,2005,3666.62,tonnes
1867,Kazakhstan,2006,3926.27,tonnes
1868,Kazakhstan,2007,5575.89,tonnes
1869,Kazakhstan,2008,7044.9,tonnes
1870,Kazakhstan,2009,8716.14,tonnes
1871,Kazakhstan,2010,6283.85,tonnes
1872,Kazakhstan,2011,10656.6,tonnes
1873,Kazakhstan,2012,8674.58,tonnes
1874,Kazakhstan,2013,8738.38,tonnes
1875,Kenya,1990,3469.0,tonnes
1876,Kenya,1991,3469.0,tonnes
1877,Kenya,1992,3469.0,tonnes
1878,Kenya,1993,3469.0,tonnes
1879,Kenya,1994,3469.0,tonnes
1880,Kenya,1995,4607.0,tonnes
1881,Kenya,1996,6344.0,tonnes
1882,Kenya,1997,5172.0,tonnes
1883,Kenya,1998,4114.0,tonnes
1884,Kenya,1999,3056.0,tonnes
1885,Kenya,2000,1998.0,tonnes
1886,Kenya,2001,1578.0,tonnes
1887,Kenya,2002,1578.0,tonnes
1888,Kenya,2003,1578.0,tonnes
1889,Kenya,2004,1578.0,tonnes
1890,Kenya,2005,1578.0,tonnes
1891,Kenya,2006,1578.0,tonnes
1892,Kenya,2007,1578.0,tonnes
1893,Kenya,2008,1578.0,tonnes
1894,Kenya,2009,1578.0,tonnes
1895,Kenya,2010,1578.0,tonnes
1896,Kenya,2011,1578.0,tonnes
1897,Kenya,2012,1578.0,tonnes
1898,Kenya,2013,1578.0,tonnes
1899,Kuwait,1990,14.0,tonnes
1900,Kuwait,1991,14.0,tonnes
1901,Kuwait,1992,14.0,tonnes
1902,Kuwait,1993,14.0,tonnes
